signal_id,signal_time,ticker,contract_type,strike,expiry_date,dte_label,confluence_score,posted,stock_at_signal,premium_at_signal,entry_trigger,stock_target,stop_level,entered_on_trigger,premium_at_trigger,stock_at_trigger,hit_target,hit_stop,premium_at_exit_ts,premium_path,premium_at_close,stock_at_close,pnl_signal_hold,pnl_signal_exit,pnl_trigger_hold,pnl_trigger_exit,pnl_premium_rule,premium_rule_outcome,status,last_update
MSFT_2026-08-31T10:34:57-04:00,2026-08-31T10:34:57-04:00,MSFT,PUT,510.0,2026-09-02,1DTE,68,yes,509.17,4.29,509.17,505.25,,no,,,no,no,,"[[""10:38"", 4.28], [""11:02"", 3.33], [""11:45"", 3.28], [""11:51"", 3.48], [""12:01"", 3.79], [""12:12"", 3.5], [""12:31"", 3.42], [""12:41"", 3.58], [""12:53"", 3.12], [""13:11"", 3.24], [""13:22"", 3.23], [""13:41"", 3.45], [""13:51"", 3.38]]",3.72,507.32,-13.3,,,,-13.3,CLOSE,DONE,2026-08-31T16:05:38-04:00
QQQ_2026-08-31T10:35:44-04:00,2026-08-31T10:35:44-04:00,QQQ,PUT,713.0,2026-09-01,1DTE,68,yes,713.63,2.33,713.63,710.0,,no,,,no,no,,"[[""10:38"", 2.04], [""11:02"", 1.82], [""11:45"", 1.84], [""11:51"", 1.69], [""12:01"", 2.19], [""12:12"", 1.86], [""12:31"", 1.76], [""12:41"", 1.71], [""12:53"", 1.51], [""13:11"", 1.65], [""13:22"", 1.65], [""13:41"", 1.49], [""13:51"", 1.31]]",0.93,716.86,-60.1,,,,-30.0,STOP,DONE,2026-08-31T16:05:38-04:00
SPY_2026-08-31T10:36:45-04:00,2026-08-31T10:36:45-04:00,SPY,PUT,765.0,2026-09-01,1DTE,68,yes,764.95,1.74,764.95,762.6,,no,,,no,no,,"[[""10:38"", 1.69], [""11:02"", 1.45], [""11:45"", 1.46], [""11:51"", 1.4], [""12:01"", 1.78], [""12:12"", 1.54], [""12:31"", 1.45], [""12:41"", 1.62], [""12:53"", 1.44], [""13:11"", 1.48], [""13:22"", 1.46], [""13:41"", 1.31], [""13:51"", 1.12]]",0.84,766.89,-51.7,,,,-30.0,STOP,DONE,2026-08-31T16:05:38-04:00
META_2026-08-31T11:42:13-04:00,2026-08-31T11:42:13-04:00,META,PUT,570.0,2026-09-02,1DTE,62,no,570.5,5.17,570.5,566.0,,no,,,no,no,,"[[""11:45"", 5.0], [""11:51"", 5.03], [""12:01"", 5.37], [""12:12"", 5.17], [""12:31"", 5.29], [""12:41"", 5.2], [""12:53"", 5.16], [""13:11"", 5.47], [""13:22"", 5.18], [""13:41"", 5.04], [""13:51"", 4.92]]",4.5,572.91,-13.0,,,,-13.0,CLOSE,DONE,2026-08-31T16:05:38-04:00
TSLA_2026-08-31T11:51:37-04:00,2026-08-31T11:51:37-04:00,TSLA,CALL,367.5,2026-09-02,1DTE,62,no,367.5,5.14,367.5,371.0,,yes,5.78,367.68,no,no,,"[[""11:51"", 5.11], [""12:01"", 4.33], [""12:12"", 5.09], [""12:31"", 4.21], [""12:41"", 3.97], [""12:53"", 4.76], [""13:11"", 4.64], [""13:22"", 4.77], [""13:41"", 5.3], [""13:51"", 5.78]]",5.5,367.92,7.0,,-4.8,,7.0,CLOSE,DONE,2026-08-31T16:05:38-04:00
MSFT_2026-08-31T12:12:38-04:00,2026-08-31T12:12:38-04:00,MSFT,PUT,510.0,2026-09-02,1DTE,62,no,510.57,3.5,510.57,507.91,,yes,3.4,510.04,no,no,,"[[""12:12"", 3.4], [""12:31"", 3.42], [""12:41"", 3.58], [""12:53"", 3.12], [""13:11"", 3.19], [""13:22"", 3.23], [""13:41"", 3.45], [""13:51"", 3.38]]",3.72,507.32,6.3,,9.4,,6.3,CLOSE,DONE,2026-08-31T16:05:38-04:00
AMZN_2026-09-01T10:32:41-04:00,2026-09-01T10:32:41-04:00,AMZN,PUT,255.0,2026-09-02,1DTE,68,yes,254.44,1.92,254.44,251.9,,yes,2.07,254.23,no,no,,"[[""10:38"", 1.79], [""10:41"", 1.67], [""10:53"", 2.08], [""11:01"", 2.04], [""11:11"", 2.04], [""11:22"", 1.92], [""11:32"", 1.71], [""11:43"", 1.61], [""11:51"", 1.62], [""12:03"", 1.5], [""12:11"", 1.82], [""12:32"", 2.17], [""12:42"", 1.89], [""12:52"", 1.92], [""13:13"", 1.81], [""13:21"", 2.04], [""13:41"", 1.84], [""13:51"", 1.96]]",1.81,254.92,-5.7,,-12.6,,-5.7,CLOSE,DONE,2026-09-01T16:05:39-04:00
META_2026-09-01T10:33:40-04:00,2026-09-01T10:33:40-04:00,META,PUT,570.0,2026-09-02,1DTE,62,no,569.33,3.8,569.33,563.5,,no,,,no,no,,"[[""10:38"", 3.17], [""10:41"", 2.85], [""10:53"", 2.34], [""11:01"", 1.92], [""11:11"", 2.16], [""11:22"", 1.75], [""11:32"", 1.72], [""11:43"", 1.6], [""11:51"", 1.28], [""12:03"", 1.23], [""12:11"", 1.65], [""12:32"", 1.31], [""12:42"", 1.46], [""12:52"", 1.56], [""13:13"", 1.29], [""13:21"", 1.31], [""13:41"", 1.21], [""13:51"", 1.19]]",1.46,578.53,-61.6,,,,-30.0,STOP,DONE,2026-09-01T16:05:39-04:00
MSFT_2026-09-01T10:34:38-04:00,2026-09-01T10:34:38-04:00,MSFT,PUT,502.5,2026-09-02,1DTE,68,yes,503.0,2.56,503.0,497.0,,yes,3.09,502.18,no,no,,"[[""10:38"", 2.35], [""10:41"", 2.52], [""10:53"", 3.09], [""11:01"", 3.39], [""11:11"", 4.07], [""11:22"", 3.8], [""11:32"", 3.62], [""11:43"", 3.75], [""11:51"", 3.56], [""12:03"", 3.96], [""12:11"", 4.16], [""12:32"", 4.47], [""12:42"", 4.54], [""12:52"", 4.43], [""13:13"", 3.77], [""13:21"", 3.86], [""13:41"", 3.44], [""13:51"", 3.31]]",3.55,501.15,38.7,,14.9,,55.0,TARGET,DONE,2026-09-01T16:05:39-04:00
NVDA_2026-09-01T10:35:39-04:00,2026-09-01T10:35:39-04:00,NVDA,PUT,217.5,2026-09-02,1DTE,68,yes,217.5,1.48,217.5,215.37,,no,,,no,no,,"[[""10:38"", 1.52], [""10:41"", 1.52], [""10:53"", 1.42], [""11:01"", 1.4], [""11:11"", 1.5], [""11:22"", 1.33], [""11:32"", 1.1], [""11:43"", 0.94], [""11:51"", 0.8], [""12:03"", 0.73], [""12:11"", 0.74], [""12:32"", 0.95], [""12:42"", 0.94], [""12:52"", 0.95], [""13:13"", 1.17], [""13:21"", 1.31], [""13:41"", 1.17], [""13:51"", 1.27]]",1.56,217.54,5.4,,,,-30.0,STOP,DONE,2026-09-01T16:05:39-04:00
QQQ_2026-09-01T10:36:39-04:00,2026-09-01T10:36:39-04:00,QQQ,PUT,708.0,2026-09-02,1DTE,66,yes,707.34,2.12,707.34,705.5,,no,,,no,no,,"[[""10:38"", 2.05], [""10:41"", 1.95], [""10:53"", 1.85], [""11:01"", 1.86], [""11:11"", 2.29], [""11:22"", 2.11], [""11:32"", 1.79], [""11:43"", 1.42], [""11:51"", 1.21], [""12:03"", 1.36], [""12:11"", 1.54], [""12:32"", 2.62], [""12:42"", 2.6], [""12:52"", 2.52], [""13:13"", 2.54], [""13:21"", 2.78], [""13:41"", 2.54], [""13:51"", 2.9]]",2.99,707.66,41.0,,,,-30.0,STOP,DONE,2026-09-01T16:05:39-04:00
SPY_2026-09-01T10:37:39-04:00,2026-09-01T10:37:39-04:00,SPY,PUT,764.0,2026-09-02,1DTE,68,yes,762.36,1.92,762.36,762.6,,yes,3.25,762.14,yes,no,3.25,"[[""10:38"", 1.94], [""10:41"", 1.89], [""10:53"", 2.12], [""11:01"", 2.31], [""11:11"", 2.62], [""11:22"", 2.35], [""11:32"", 2.15], [""11:43"", 1.92], [""11:51"", 1.77], [""12:03"", 1.88], [""12:11"", 2.06], [""12:32"", 3.25], [""12:42"", 3.15], [""12:52"", 3.24], [""13:13"", 3.17], [""13:21"", 3.46], [""13:41"", 3.05], [""13:51"", 3.4]]",3.58,761.65,86.5,69.3,10.2,0.0,55.0,TARGET,DONE,2026-09-01T16:05:39-04:00
TSLA_2026-09-01T10:38:39-04:00,2026-09-01T10:38:39-04:00,TSLA,PUT,357.5,2026-09-02,1DTE,68,yes,357.58,3.13,357.58,353.0,,yes,3.92,356.42,no,no,,"[[""10:38"", 3.03], [""10:41"", 2.88], [""10:53"", 3.43], [""11:01"", 3.42], [""11:11"", 3.24], [""11:22"", 3.25], [""11:32"", 2.6], [""11:43"", 2.89], [""11:51"", 2.96], [""12:03"", 2.88], [""12:11"", 3.1], [""12:32"", 3.92], [""12:42"", 3.4], [""12:52"", 3.83], [""13:13"", 3.59], [""13:21"", 3.72], [""13:41"", 3.67], [""13:51"", 3.98]]",4.05,356.12,29.4,,3.3,,29.4,CLOSE,DONE,2026-09-01T16:05:39-04:00
AAPL_2026-09-01T11:21:33-04:00,2026-09-01T11:21:33-04:00,AAPL,CALL,325.0,2026-09-02,1DTE,62,no,325.2,2.27,325.2,327.5,,yes,2.0,325.24,no,no,,"[[""11:22"", 2.0], [""11:32"", 1.63], [""11:43"", 2.07], [""11:51"", 2.93], [""12:03"", 2.65], [""12:11"", 2.58], [""12:32"", 2.92], [""12:42"", 2.66], [""12:52"", 2.21], [""13:13"", 2.1], [""13:21"", 1.97], [""13:41"", 1.64], [""13:51"", 1.77]]",2.09,325.14,-7.9,,4.5,,-7.9,CLOSE,DONE,2026-09-01T16:05:39-04:00
META_2026-09-01T11:22:21-04:00,2026-09-01T11:22:21-04:00,META,CALL,580.0,2026-09-02,1DTE,58,no,580.0,4.53,580.0,585.0,,yes,4.62,581.28,no,no,,"[[""11:22"", 4.5], [""11:32"", 4.55], [""11:43"", 4.62], [""11:51"", 5.91], [""12:03"", 5.75], [""12:11"", 4.88], [""12:32"", 5.71], [""12:42"", 5.18], [""12:52"", 5.06], [""13:13"", 5.58], [""13:21"", 5.68], [""13:41"", 5.41], [""13:51"", 5.62]]",4.65,578.53,2.6,,0.6,,2.6,CLOSE,DONE,2026-09-01T16:05:39-04:00
TSLA_2026-09-01T11:32:23-04:00,2026-09-01T11:32:23-04:00,TSLA,PUT,360.0,2026-09-02,1DTE,58,no,360.21,3.75,360.21,353.0,,yes,3.84,359.63,no,no,,"[[""11:32"", 3.78], [""11:43"", 4.21], [""11:51"", 4.32], [""12:03"", 4.13], [""12:11"", 4.39], [""12:32"", 5.32], [""12:42"", 4.86], [""12:52"", 5.45], [""13:13"", 5.19], [""13:21"", 5.28], [""13:41"", 5.15], [""13:51"", 5.51]]",5.72,356.12,52.5,,49.0,,52.5,CLOSE,DONE,2026-09-01T16:05:39-04:00
QQQ_2026-09-01T11:42:22-04:00,2026-09-01T11:42:22-04:00,QQQ,PUT,711.0,2026-09-02,1DTE,62,no,711.01,2.55,711.01,707.5,,yes,2.7,710.77,no,no,,"[[""11:43"", 2.55], [""11:51"", 2.14], [""12:03"", 2.38], [""12:11"", 2.7], [""12:32"", 4.21], [""12:42"", 4.08], [""12:52"", 4.12], [""13:13"", 4.04], [""13:21"", 4.47], [""13:41"", 4.14], [""13:51"", 4.56]]",4.64,707.66,82.0,,71.9,,55.0,TARGET,DONE,2026-09-01T16:05:39-04:00
AMZN_2026-09-01T12:02:23-04:00,2026-09-01T12:02:23-04:00,AMZN,PUT,255.0,2026-09-02,1DTE,62,no,254.84,1.57,254.84,252.5,,yes,1.8,254.74,no,no,,"[[""12:03"", 1.48], [""12:11"", 1.8], [""12:32"", 2.19], [""12:42"", 1.89], [""12:52"", 1.95], [""13:13"", 1.81], [""13:21"", 2.03], [""13:41"", 1.84], [""13:51"", 1.9]]",1.81,254.92,15.3,,0.6,,15.3,CLOSE,DONE,2026-09-01T16:05:39-04:00
NVDA_2026-09-01T13:11:25-04:00,2026-09-01T13:11:25-04:00,NVDA,PUT,217.5,2026-09-02,1DTE,62,no,218.0,1.25,218.0,215.8,,no,,,no,no,,"[[""13:13"", 1.17], [""13:21"", 1.27], [""13:41"", 1.18], [""13:51"", 1.31]]",1.56,217.54,24.8,,,,24.8,CLOSE,DONE,2026-09-01T16:05:39-04:00
AAPL_2026-09-01T13:41:44-04:00,2026-09-01T13:41:44-04:00,AAPL,PUT,325.0,2026-09-02,1DTE,62,no,324.0,2.05,324.0,321.5,,no,,,no,no,,"[[""13:41"", 2.03], [""13:51"", 1.9]]",1.46,325.14,-28.8,,,,-28.8,CLOSE,DONE,2026-09-01T16:05:39-04:00
MSFT_2026-09-02T10:33:27-04:00,2026-09-02T10:33:27-04:00,MSFT,PUT,497.5,2026-09-04,1DTE,67,yes,499.45,4.53,499.45,494.1,,yes,4.2,497.57,no,no,,"[[""10:38"", 4.2], [""10:41"", 4.03], [""10:52"", 3.64], [""11:02"", 3.87], [""11:12"", 4.27], [""11:21"", 4.28], [""11:33"", 4.55], [""11:44"", 5.31], [""11:52"", 5.96], [""12:02"", 5.4], [""12:21"", 5.8], [""12:31"", 6.04], [""12:55"", 4.9], [""13:15"", 4.67]]",4.25,496.81,-6.2,,1.2,,-6.2,CLOSE,DONE,2026-09-02T16:05:44-04:00
AAPL_2026-09-02T10:37:15-04:00,2026-09-02T10:37:15-04:00,AAPL,PUT,325.0,2026-09-04,1DTE,57,no,323.8,3.05,323.8,321.5,,no,,,no,no,,"[[""10:38"", 2.96], [""10:41"", 2.79], [""10:52"", 2.83], [""11:02"", 2.75], [""11:12"", 2.8], [""11:21"", 2.58], [""11:33"", 1.79], [""11:44"", 2.58], [""11:52"", 3.05], [""12:02"", 2.48], [""12:21"", 2.59], [""12:31"", 2.53], [""12:55"", 2.23], [""13:15"", 2.42]]",2.5,324.99,-18.0,,,,-30.0,STOP,DONE,2026-09-02T16:05:44-04:00
TSLA_2026-09-02T11:02:28-04:00,2026-09-02T11:02:28-04:00,TSLA,PUT,350.0,2026-09-04,1DTE,68,yes,353.0,4.85,353.0,346.0,,yes,4.75,351.96,no,no,,"[[""11:02"", 4.75], [""11:12"", 3.49], [""11:21"", 3.59], [""11:33"", 3.71], [""11:44"", 3.7], [""11:52"", 4.15], [""12:02"", 4.13], [""12:21"", 3.75], [""12:31"", 4.14], [""12:55"", 3.71], [""13:15"", 4.2]]",3.58,356.99,-26.2,,-24.6,,-26.2,CLOSE,DONE,2026-09-02T16:05:44-04:00
TSLA_2026-09-02T11:33:18-04:00,2026-09-02T11:33:18-04:00,TSLA,PUT,352.5,2026-09-04,1DTE,63,no,353.9,4.77,353.9,349.5,,yes,4.87,353.55,no,no,,"[[""11:33"", 4.87], [""11:44"", 4.81], [""11:52"", 5.17], [""12:02"", 5.24], [""12:21"", 4.83], [""12:31"", 5.28], [""12:55"", 4.86], [""13:15"", 5.24]]",4.45,356.99,-6.7,,-8.6,,-6.7,CLOSE,DONE,2026-09-02T16:05:44-04:00
AMZN_2026-09-02T11:42:25-04:00,2026-09-02T11:42:25-04:00,AMZN,PUT,255.0,2026-09-04,1DTE,55,no,254.92,2.3,254.92,253.0,,yes,2.45,254.5,no,no,,"[[""11:44"", 2.41], [""11:52"", 2.45], [""12:02"", 2.24], [""12:21"", 2.35], [""12:31"", 2.4], [""12:55"", 2.06], [""13:15"", 2.55]]",2.21,254.97,-3.9,,-9.8,,-3.9,CLOSE,DONE,2026-09-02T16:05:44-04:00
QQQ_2026-09-02T12:54:30-04:00,2026-09-02T12:54:30-04:00,QQQ,PUT,707.0,2026-09-03,1DTE,52,no,706.32,2.1,706.32,705.5,,no,,,no,no,,"[[""12:55"", 1.98], [""13:15"", 2.27]]",1.81,709.25,-13.8,,,,-13.8,CLOSE,DONE,2026-09-02T16:05:44-04:00
META_2026-09-02T13:12:59-04:00,2026-09-02T13:12:59-04:00,META,PUT,590.0,2026-09-04,1DTE,58,no,591.5,6.39,591.5,585.0,,no,,,no,no,,"[[""13:15"", 6.18]]",5.6,592.9,-12.4,,,,-12.4,CLOSE,DONE,2026-09-02T16:05:44-04:00
META_2026-09-03T10:33:33-04:00,2026-09-03T10:33:33-04:00,META,CALL,615.0,2026-09-04,1DTE,61,no,613.66,5.37,613.66,619.0,,no,,,no,no,,"[[""10:38"", 4.56], [""10:43"", 4.7]]",,,,,,,,,OPEN,2026-09-03T10:43:22-04:00
QQQ_2026-09-03T10:36:32-04:00,2026-09-03T10:36:32-04:00,QQQ,CALL,713.0,2026-09-04,1DTE,58,no,713.0,2.75,713.0,715.5,,yes,2.59,713.29,no,no,,"[[""10:38"", 2.59], [""10:43"", 2.5]]",,,,,,,,,OPEN,2026-09-03T10:43:22-04:00
SPY_2026-09-03T10:37:27-04:00,2026-09-03T10:37:27-04:00,SPY,CALL,769.0,2026-09-04,1DTE,57,no,769.17,1.98,769.17,770.75,,no,,,no,no,,"[[""10:38"", 2.0], [""10:43"", 1.98]]",,,,,,,,,OPEN,2026-09-03T10:43:22-04:00
NVDA_2026-09-03T10:43:19-04:00,2026-09-03T10:43:19-04:00,NVDA,CALL,227.5,2026-09-04,1DTE,52,no,227.75,1.5,227.75,229.5,,no,,,no,no,,"[[""10:43"", 1.51]]",,,,,,,,,OPEN,2026-09-03T10:43:22-04:00
